,原句,第一个词,第二个词,tag,第一个词位置,第二个词位置
1621,刚才 你 对 我们 镇 发表 了 如此 惊人 的 正确 意见 ， 而 现在 你 却 如此 沉默,意见,镇,14,11,4
1622,子宫腺肌病 患者 在 30年代 早期 经历 过 这种 疾病 带来 的 疼痛,疼痛,子宫腺肌病,1,11,0
1623,草莓果冻 更 像 是 草莓胶,草莓果冻,草莓果冻,9,0,0
1624,胫骨 夹板 是 由 腿 前部 和 两侧 的 肌肉 引起 的,夹板,肌肉,18,1,9
1625,他 把 人们 引入 气候 行动,人们,气候,18,2,4
1626,从 弗雷德里克·劳·奥尔姆斯特德 的 名言 ， 到 艺术创作 的 哲学 ， 这 是 为 画家 和 艺术家 提供 的 最好 的 网站 之 一 。,网站,画家,10,20,13
1627,大脑皮层 由 一层 神经元 组成 ， 在 进化 过程 中 ， 其 表面积 增加 了 三个 数量 级 。,大脑皮层,神经元,3,0,3
1628,她 把 面粉 倒 进 碗 里 ， 让 我 从 纸箱 里 拿出 四个 鸡蛋 ， 小心 地 把 它们 打碎 。,面粉,碗,6,2,5
1629,该 地区 的 森林 还 提供 一些 小 的 森林 产品 ， 如 木柱 和 木杆 、 其他 砍伐 的 木材 、 木柴 、 木刻块 和 特种 木材 。,森林,木柴,9,3,22
1630,有 一个 研究 农业 系统 的 大型 社会 科学家 网络 ， 跨学科 工作组 围绕 着 诸如 传统 和 现代 农业 生产 的 自然 和 农业 系统 的 能量 效率 等 主题 展开 了 研究 。,网络,科学家,13,9,8
1631,在 雅典 城墙 外 ， 学院 所在地 是 一片 神圣 的 橄榄 树林 ， 用 学院 的 树林 这个词 还 可以 回忆 起来 。,树林,树林,13,12,17
1632,Tuxtlas 地区 是 橄榄辉石 玄武岩 的 来源,地区,玄武岩,9,1,4
1633,这 张 汽车 训练 装置 的 照片 附 在 给 埃德温·林克 的 信 中 。,照片,信,2,6,12
1634,附录 概述 了 融资 交易,附录,交易,14,0,4
1635,斯金纳 盒子 在 一个 大 的 木制 冰箱 里 。,冰箱,冰箱,4,7,7
1636,一种 海洋 哺乳动物 用 石头 砸 贝类 ， 把 贝类 砸开 。,哺乳动物,石头,11,2,4
1637,可 升降 脚手架 10 有 一个 平台 12 ， 包括 一个 框架 14,脚手架,平台,3,2,6
1638,这个 囚犯 今天早上 被 拘留 了,囚犯,拘留,18,1,4
1639,剩菜 被 推入 结肠,剩菜,结肠,6,0,3
1640,我 用 普通 的 拉链 做 了 两条 牛仔裤 ， 两条 都 很快 就 破 了,牛仔裤,拉链,3,8,4
1641,一 大碗 自制 的 蔬菜 汤 是 在 一道 菜 里 得到 大量 你 需要 的 蔬菜 的 最好 方法 之 一 。,蔬菜,汤,9,4,5
1642,这 一 结论 凸显 了 环境 关注 对 理解 和 鼓励 环境 行为 的 重要性,结论,重要性,14,2,14
1643,这家 公司 被 卷入 了 一场 诉讼,公司,诉讼,18,1,6
1644,有 一个 装满 钱 的 手提箱 ， 正在 拍卖,手提箱,钱,5,5,3
1645,然后 把 罐子 放在 三个 独立 的 笼子 里,罐子,笼子,6,2,7
1646,星期六 ， 一个11岁 的 格林斯 博罗 男孩 在 一条 小溪 里 发现 了 一个 钱包 ， 里面 有钱 。,钱包,钱包,5,14,14
1647,委员会 会议 改 在 明天1月17日 举行,会议,明天1月17日,6,1,4
1648,农民 用 驴子 拉 大车 ， 不仅 可以 运送 更多 的 货物 ， 而且 可以 让 使用者 获得 额外 的 收入 。,农民,驴子,11,0,2
1649,乳房 的 其余 部分 由 结缔组织 （ 胶原 和 弹性 蛋白 ） 、 脂肪 组织 （ 脂肪 ） 和 库珀 韧带 组成 。,乳房,组织,3,0,14
1650,新 系统 的 第一个 原型 是 从 初步 设计 开始 构建 的,系统,设计,18,1,8
1651,gis 揭示 了 地震 裂缝 与 稻田 的 关系,裂缝,地震,1,4,3
1652,选举 法官 在 一个 投票箱 里 发现 了 一些 不 属于 投票箱 的 选票 ， 他们 把 这些 选票 放在 一边 了,投票箱,选票,5,4,18
1653,他们 提出 了 非常 广泛 和 详细 的 温室 堆肥 加热 报告 。,加热,堆肥,18,10,9
1654,查尔斯·伦尼·麦金托什 独特 的 建筑 被 《 现代艺术杂志 》 热情 地 描述 为 “ 英国 最 完整 、 设备 最好 的 学校 之 一 ” 。,建筑,现代艺术杂志,15,3,6
1655,一万亿加仑 的 水 被 注入 一颗 恒星 加热 的 外层 空间 的 一个 空旷 区域,水,区域,6,2,14
1656,地震 造成 的 直接 灾难 估计 为 102亿欧元 ， 这 显然 证明 了 欧洲 的 干预 是 正确 的,灾难,地震,1,4,0
1657,鱼 用 肌肉 移动 身体 和 鳍,鱼,肌肉,3,0,2
1658,我们 把 书 捐赠 给 了 当地 的 图书馆,书,图书馆,6,2,8
1659,新 的 首席执行官 把 去年 利润 的 10% 投资 于 一个 新 项目,利润,项目,6,5,12
1660,光 反射 技术 或 海市蜃楼 方法 包括 用 光斩波器 调制 的 泵 浦 激光 周期性 加热 样品,泵,激光,2,11,13
1661,为 画家 提供 最好 木炭 的 树林 是 山毛榉 和 藤蔓 。,木炭,画家,10,4,1
1662,作为 他 邪恶 计划 的 一部分 ， 皮特 把 米奇 和 他 的 伙伴们 提升 为 火枪手 军团 ， 并 指派 他们 去 保卫 米妮 。,军团,火枪手,13,17,16
1663,她 朝 他 做 了 一个 鬼脸 ， 慢慢地 啜 着 她 的 番石榴 花蜜 ， 从 玻璃杯 的 边缘 望 着 他 。,番石榴,花蜜,9,13,14
1664,发票 是 一种 商业 单据 ， 表明 卖方 为 买方 提供 的 产品 或 服务 的 产品 、 数量 和 商定 价格 。,发票,产品,14,0,16
1665,伦敦大学 俄语 和 格鲁吉亚 语教授 唐纳德·雷菲尔德 （ donald rayfield ） 向 我们 展示 了 一群 与 斯大林 达成 浮士德 协议 的 男孩 的 脸红 。,脸红,男孩,13,23,21
1666,他 把 菠萝 倒 进 了 没 抹 油 的 蛋糕 锅 里 。,菠萝,蛋糕,6,2,10
1667,涅瓦多·米斯米 （ Nevado Mismi ） 的 一个 偏远 的 斜坡 ， 一个5316米 的 山峰 ， 是 这 条 河 的 最终 源头 。,斜坡,河,18,9,18
1668,血小板生成素 是 一种 调节 骨髓 血小板 生成 的 糖蛋白激素 。,血小板,骨髓,16,5,4
1669,慢性 每日 头痛 是 紧张性头痛 或 服用 过多 止痛药 引起 的 头痛 。,紧张性头痛,头痛,0,4,11
1670,只有 国内 航班 降落 在 这个 机场,航班,机场,6,2,6
1671,我们 目前 将 混合物 存放 在 冰箱 的 有 盖 容器 中 ， 几天内 就会 用完,混合物,容器,4,3,10
1672,这 一 趋势 是 由于 地球 上 年轻人 的 绝对 数量 不断 增加 ， 以及 失业率 不断 上升 造成 的 。,趋势,上升,1,2,17
1673,出生 缺陷 是 由 出生 前 接触 过 的 药物 引起 的,出生,药物,1,0,9
1674,控制器 使用 双环 系统 调节 过热,控制器,系统,3,0,3
1675,试剂 级 乙腈 在 使用 前 立即 从 五 氧化 二 磷 中 蒸馏 出来 。,乙腈,磷,8,2,11
1676,这个 静止 图像 序列 显示 一架 飞机 在 法兰克福机场 最后 进 近时 从 25L 跑道 切换 到 25R 跑道,飞机,跑道,8,6,18
1677,prevx 在 其 新 工具 中 添加 了 功能,功能,工具,6,8,4
1678,星期天 一个 孩子 带 着 一只 小 考拉 去 教堂,考拉,教堂,6,7,9
1679,有人 指控 盖洛韦 的 个人 和 财务 行为,指控,行为,14,1,7
1680,当 继电器 线圈 静止 （ 未 通电 ） 时 ， 公共 端子 （ 30 ） 和 常闭端子 （ 87A ） 具有 连续性,线圈,继电器,2,2,1
1681,庄园 内 还有 一座 由 濒临灭绝 的 罗斯柴尔德长颈鹿 组成 的 塔楼 ， 还 设有 一个 教育 中心 ， 孩子们 可以 在这里 在 导游 的 带领 下 漫步 ， 穿过 周围 的 原始森林 ， 了解 当地 丰富 的 动植物 。,塔楼,罗斯柴尔德长颈鹿,13,10,7
1682,该 细胞系 来源于 富含 巨噬细胞 的 细胞 培养,细胞,细胞,18,6,6
1683,弓形虫病 是 由 弓形虫感染 引起 的 ， 弓形虫 是 一种 专性 细胞 内 寄生虫 。,弓形虫病,寄生虫,1,0,13
1684,组成 这个 经济体 的 商品 和 服务 令人 遗憾 地 是 熟悉 的 卖淫 、 奴役 、 毒品 、 武器 、 敲诈勒索 、 洗钱 。,经济体,卖淫,3,2,13
1685,这位 艺术家 娴 熟地 手工 雕刻 出 具有 独特 风格 的 木头 ， 捕捉 到 大自然 的 美丽 与 和谐 。,艺术家,风格,11,1,9
1686,在 接下来 的 六年 里 ， 军队 建造 了 一堵 长 80 罗马英里 （ 117公里 或 73现代英里 ） ， 高 约 5米 （ 15英尺 ） 的 墙 ， 从 东 到 西 从 沃尔森德 到 鲍内斯,军队,墙,17,6,26
1687,莫顿神经瘤 是 第三 间隙 局部 疼痛 最 常见 的 原因 ， 这些 诊断 试验 对 这种 情况 有 很好 的 指示 。,莫顿神经瘤,疼痛,0,0,5
1688,伊拉克政府 成立 了 一个 委员会 ， 审议 对 伊拉克 宪法 的 拟议 修正案,委员会,修正案,18,4,12
1689,政府 在 上周 悄悄地 关闭 了 太阳能 资助 计划 后 ， 遭到 了 批评,政府,批评,15,0,13
1690,他 曾 参加 过 伏伦霍温 的 讲座 ， 读 过 哲学家 的 书 ， 其中 许多 书 多年来 都 有 荷兰语 的 mimeo 版本 。,哲学家,书,17,10,16
1691,我 这辈子 从来 没 见过 这样 的 事 他们 有 一 整 镇 的 野狗,镇,野狗,18,12,14
1692,此外 ， 还 估算 了 碰撞 电离 引起 沟道 电容 结 雪崩 击穿 的 衬底 掺杂 密度 。,电离,雪崩,0,6,11
1693,虽然 把 现金 塞进 书桌 抽屉 或 壁橱 架子 很容易 ， 但 并 不 安全,现金,书桌,4,2,4
1694,当 水壶 里 的 水因 分解 有机 植物 而 变 酸 时 ， 它 就 变成 水壶 沼泽 或 水壶 泥炭 地 。,水壶,水壶,4,1,19
1695,此 信息 是 文件 存储 中 “ header ” 信息 的 一部分 ， 是 正确 显示 和 分析 图像 所 必需 的,信息,存储,4,1,4
1696,他们 被 允许 使用 梯子 的 上 两级 台阶,台阶,梯子,2,8,4
1697,西班牙 人民 通过 明智 地 将 自治 和 共 治 结合 起来 ， 成功 地 解决 了 这个 问题 。,人民,结合,11,1,10
1698,冰箱 的 恒温器 安装 在 铝制蒸发器 表面 上,恒温器,冰箱,2,2,0
1699,我 很难 理解 h1n1病毒 引起 的 疯狂 。,疯狂,h1n1病毒,1,6,3
1700,新 合同 的 细节 正在 讨论 中,细节,讨论,15,3,5
1701,处方瓶 在 一个 塑料袋 里 ， 还有 一个 装有 一根 破裂 管子 的 纽波特香烟盒 。,处方瓶,塑料袋,4,0,3
1702,第一个 问题 涉及 冲击 系统 的 程度 和 性质,问题,程度,14,1,6
1703,眼睛 利用 视网膜 作为 晶状体 工作,眼睛,视网膜,3,0,2
1704,新 家具 已 送到 这 所 房子,家具,房子,6,1,6
1705,蛇 的 舌头 看起来 像 一个 又 长 又 尖 又 细 的 叉状 手指,蛇,舌头,3,0,2
1706,他 的 冒险 经历 构成 了 我 前 两部 电影 的 主题,冒险,电影,15,2,9
1707,他们 直接 回复 这些 目前 的 职位 空缺 ， 提及 邮件 主题 的 工作 代码 参考,参考,邮件,15,15,10
1708,这本 自救书 是 一个 男人 为 妇女 写 的 ， 似乎 在 分裂 读者 的 意见,自救书,男人,16,1,4
1709,本页 向 您 展示 如何 正确 握住 手指 和 手 ， 并 解决 最 常见 的 问题,手指,手,2,7,9
1710,起飞 后 不 久 ， 一个 明显 的 系统 故障 导致 了 一枚 AIM9侧翼导弹 的 意外 发射 。,故障,发射,0,9,16
1711,宫殿 建于 倭玛亚哈里 发 瓦利德一世 （ 公元705715年 ） 统治 时期 的 湖边 。,宫殿,湖边,18,0,11
1712,mp 在 病毒感染 过程 中 传播 到 叶肉 组织 而 不是 表皮 组织 。,传播,叶肉,6,5,7
1713,孩子们 以前 坐 公共汽车 上学 ， 所以 现在 你 有 更多 的 空闲 时间 ， 不要 再 开车 了,孩子们,公共汽车,11,0,3
1714,正如 恐怖分子 利用 我们 相对 开放 和 漏洞百出 的 教育 、 航空 和 移民 系统 来 计划 和 实施 他们 的 袭击 一样 ， 他们 也 可能 利用 我们 的 金融 系统,恐怖分子,系统,11,1,31
1715,所有 的 园丁 都 有 各种 基本 的 园艺 工具,工具,园丁,10,9,2
1716,它们 按照 它们 相对 于 飞机 从 航路 结构 到达 的 位置 排列 在 海图 上,飞机,结构,8,5,8
1717,对于 带有 转子 的 卫星 ， 还 必须 包括 P 的 影响 ， 这 一 修改 符合 （ 2 2 ） ， 见 （ 4 3 ）,卫星,转子,3,4,2
1718,钱包 里 有 驾照 、 护照 、 几张 信用卡 和 16元 现金,钱包,护照,5,0,5
1719,芝士蛋糕 里 有 一小块 桃子 ， 而且 芝士蛋糕 中间 还 藏着 一片 厚厚 的 桃子 果冻 。,桃子,果冻,9,4,15
1720,一个 毒品 走私者 试图 在 一个 木制 棋盘 里 把 超过 2磅 的 大麻 藏进 这个 国家 。,大麻,棋盘,4,13,7
1721,从 愤怒 中 ， 天空 被 进化 ， 从 天空 中 空气 被 进化 ， 从 空气 中 火 被 进化 ， 从 火中水 被 进化,愤怒,天空,18,1,9
1722,这首诗 来自 他 死后 的 日记 和 收藏 ， 一条 河 干渴 而死 的 女孩 尖叫,这首诗,日记,8,0,5
1723,我 顺从 地 把 他 所有 的 现金 存入 我 的 帐户 ， 并 把 一张 大 支票 放 进 他 的 棺材 里 。,支票,棺材,6,17,22
1724,被告人 用 一只 标准 重量 的 运动 手套 在 手掌 部位 用 沙子 殴打 受害人 。,被告人,手套,11,0,7
1725,有时候 ， 梦想 没有 解决 办法 ， 只是 描绘 了 冲突 所 产生 的 焦虑 。,焦虑,冲突,1,14,10
1726,当 商人 准备 回家 时 ， 他 给 他 的 第一个 女儿 买 了 一条 钻石 项链,钻石,项链,18,15,16
1727,他们 的 煎蛋 卷 放在 面包 里 ， 放在 盘子 里 。,煎蛋,面包,6,2,5
1728,你 对 共和党 减税 的 狂热 已经 把 政府 的 盈余 变成 前所未有 的 赤字 。,盈余,赤字,18,10,14
1729,他们 订购 的 疫苗 是 用 50年前 的 鸡蛋 技术 而 不是 实验 方法 制成 的,疫苗,技术,18,3,9
1730,玉米威士忌 是 一种 美国 酒 ， 由 至少 80% 的 玉米 制成 的 糖浆 制成 。,玉米威士忌,玉米威士忌,9,0,0
1731,棺材 已 搬进 陵墓,棺材,陵墓,6,0,3
1732,他 的 作品 批评 农业 文明 具有 固有 的 压迫性,作品,文明,14,2,5
1733,他 讲 的 是 诗人 、 民谣 歌手 和 抽 大麻 、 拒绝 墨守成规 社会 的 怪人 的 亚文化 故事 ， 只用 了 三个星期 就 写成 了 。,亚文化,诗人,13,18,4
1734,充电器 放在 一个 手提箱 里 ， 这个 手提箱 曾经 是 （ 现在 仍然 是 ！ ） 被 航空公司 弄 丢了,充电器,手提箱,4,0,7
1735,那些 来自 墨西哥 的 人 非法 进入 这个 国家 。,人,国家,6,4,8
1736,我 的 话 与 你 先前 的 评论 有关,评论,评论,14,7,7
1737,最后 ， 将 溶质 放入 烧杯 中 ， 并 将 5ml 溶剂 移 到 25ml 玻璃瓶 中 进行 每次 试验 。,溶质,烧杯,6,3,5
1738,这 是 一个 记录 青少年 生活 的 真实 系列,系列,生活,14,8,5
1739,也许 更 令人 信服 的 是 ， 设计 植根 于 乐观 的 世界观,设计,世界观,18,7,12
1740,几只 猫 跑进 了 罗布 的 车库,猫,车库,6,1,6
1741,三部曲 对 1815 、 1918、1945年 战争 向 和平 过渡 的 深入 研究,三部曲,过渡,14,0,8
1742,存储 室 放在 相机 的 把手 上,把手,相机,2,5,3
1743,当 您 的 电视 屏幕 满 时 ， 所 显示 的 是 平移 和 扫描 区域 （ 浅 阴影 ）,电视,屏幕,3,3,4
1744,治疗 包括 抗 真菌 治疗 、 手术 和 支持性 护理,治疗,治疗,3,0,4
1745,此外 ， 尤其 是 在 膝盖 受伤 或 虚弱 的 情况 下 ， 必须 在 膝盖 支撑 的 铰链 中 提供 控制 膝关节 伸展 和 停止 伸展 的 方法,铰链,膝盖,2,18,15
1746,这个 系列 反映 了 自 1960年代以来 爱尔兰 发生 的 变化,系列,变化,14,1,9
1747,其他 公司 通过 发明 自己 的 技术 与 我们 竞争,公司,技术,17,1,6
1748,TGMC 是 一个 公共 的 、 非 盈利 的 综合 医疗 系统 ， 由 299个 有 执照 的 病床 急性 护理 设施 组成 ， 包括 一系列 服务 ， 如 康复 和 熟练 护理 单位 、 门诊 手术 中心 、 紧急 护理 服务 、 初级 护理 服务 和 社区 外展 中心 。,系统,设施,3,11,21
1749,20世纪80年代后期 ， 对 当地 小 规模 黄金 生产 进行 了 简单 的 干预,干预,生产,18,12,7
1750,这个 故事 是 在 倒叙 中 叙述 的 。,故事,倒叙,18,1,4
1751,关于 这 一 问题 ， 已 报告 了 三项 大规模 的 控制性 观测 研究 。,研究,问题,14,13,3
1752,一个 由 七名 研究 人员 组成 的 团队 发现 了 一种 方法 ， 该 方法 利用 md5 哈希函数 中 的 一个 弱点 来 构造 一个 流氓 证书 颁发 机构,方法,团队,16,11,7
1753,新 单词 被 手动 添加 到 电话 词典 中,电话,词典,6,6,7
1754,残留 器官 是 身体 的 一部分 ， 曾经 有 功能 ， 但 现在 或多或少 是 无用 的 。,器官,身体,2,1,3
1755,一个 小女孩 从 衣柜 里 出来 ， 哭 得 满脸 红肿,小女孩,衣柜,8,1,3
1756,所以 通常 礼品 篮里 的 产品 看起来 都 很 棒 ， 直到 你 真 的 把 它们 从 篮子 里 拿出来,产品,篮子,4,5,18
1757,弗拉门戈 和 斗牛 文化 的 象征 ， 如 斗牛 的 幽灵 般 的 牛角 ， 或 罗马人 （ 吉普赛 ） 铁匠 的 铁砧 ， 在 这些 绘画 中 被 用来 视觉 上 唱 一首 诗 。,铁砧,铁匠,10,22,20
1758,购物中心 正在 扩展 到 小城镇 ， 很少 有 先例 来 指导 它们 。,购物中心,小城镇,6,0,4
1759,中国 派 总理 出席 气候变化 会议,总理,会议,6,2,5
1760,从 诗人 的 笔墨 草图 中 反复 使用 怪诞 的 或 建筑 上 奇妙 的 绘画 材料 中 ， 可以 明显 看出 比 尤埃 对 雨果 作品 的 偏爱 ， 而 鲸鱼 则 是 一个 反复 出现 的 形象 。,诗人,笔墨,11,1,3
1761,质膜 由 双层 （ 双层 ） 脂类 组成 ， 所有 细胞 都 含有 油性 物质 （ 见图 1 ） 。,质膜,脂类,18,0,6
1762,腐败 是 导致 全球 危机 的 主要 原因 之 一 ， 这 场 危机 剥夺 了 10亿多 人 获得 安全 饮用水 和 26亿多 人 获得 卫生 系统 的 机会,腐败,危机,0,0,13
1763,基础设施 包括 必须 维护 和 操作 的 物理 硬件 和 服务 ， 以 实现 资源 共享,基础设施,硬件,3,0,8
1764,身体 使用 的 燃料 或 能量 ， 来自 我们 饮食 中 消耗 的 食物 和 饮料,燃料,身体,10,3,0
1765,许多 商用 肥皂 、 沐浴露 或 清洁 产品 含有 防腐剂 、 着色剂 和 化学 物质 ， 会导致 皮肤 干燥 、 皮疹 、 瘙痒 和 粗糙 。,着色剂,皮疹,0,11,20
1766,这个 宣言 是 由 8406集团 创建 的 ， 它 宣布 越南 需要 进行 民主 改革 。,宣言,需要,14,1,11
1767,这个 论坛 专门 讨论 消防 、 急救 和 救援 问题 。,论坛,消防,14,1,4
1768,最大 的 秘密 是 ， 他们 的 白奶油酱 实际上 就是 他们 放在 沙拉 上 和 蘸 酱 时 用 的 那种 牧场 酱 。,白奶油酱,白奶油酱,9,7,7
